,Name,Pos,Org,Top 100,Org Rk,Age_x,TJ Date,FB Type,FB,SL,CB,CH,CMD,RPM FB,RPM Break,Sits,Tops,FV,playerId,avg_fastest_speed,avg_spin,K/9,IP,BB/9,Age_y,ERA,height,weight,throws
269,Tommy Romero,MIRP,TBR,,32,24.2527777,,Cut/Rise,50 / 50,,45 / 45,45 / 50,50 / 55,2200.0,,"['90', '93']",94.0,40,sa3004469,91.5,,8.36,253.1,3.41,—,2.557898101,"6' 2""",225,R
270,Drew Rom,SP,BAL,,29,21.8166666,,Rise,30 / 45,50 / 55,,,45 / 55,2350.0,2300.0,"['88', '92']",93.0,40,sa3007848,90.0,2325.0,10.71,126.0,3.29,—,2.642857183,"6' 2""",170,L
271,Hunter Harvey,SIRP,BAL,,30,26.8333333,7/26/2016,Rise,60 / 60,,55 / 55,,40 / 40,2400.0,2200.0,"['92', '97']",99.0,40,15507,94.5,2300.0,9.42,108.0,3.67,—,5.166666575,"6' 3""",210,R
272,Alexander Wells,SP,BAL,,31,24.6166666,,Rise,35 / 35,45 / 45,55 / 55,50 / 55,60 / 70,2250.0,2550.0,"['86', '89']",91.0,40,19845,87.5,2400.0,6.81,272.1,2.18,—,3.205634366,"6' 1""",190,L
273,Ryan Feltner,SP,COL,,21,25.1027777,,Tail/Rise,50 / 50,50 / 50,45 / 50,50 / 55,40 / 50,2300.0,2650.0,"['91', '93']",95.0,40,21446,92.0,2475.0,9.35,149.2,3.62,—,4.209353173,"6' 4""",190,R
274,Cody Poteet,SP,MIA,,24,27.1916666,,Sink/Tail,45 / 45,50 / 50,45 / 45,55 / 55,50 / 50,,,"['92', '95']",96.0,40,18769,93.5,,7.05,281.0,3.36,—,4.291810344,"6' 1""",190,R
275,Evan Fitterer,SP,MIA,,25,21.2861111,,,45 / 50,45 / 50,50 / 55,40 / 50,35 / 55,2350.0,2550.0,"['90', '92']",94.0,40,sa3011433,91.0,2450.0,7.7,22.2,6.89,—,2.3823494,"6' 3""",192,R
276,Noah Davis,SP,COL,,25,24.4638888,3/1/2018,Tail,45 / 50,50 / 55,50 / 55,35 / 40,40 / 50,2400.0,2600.0,"['91', '93']",94.0,40,sa3010556,92.0,2500.0,7.48,42.1,3.21,—,3.188978773,"6' 2""",195,R
277,Tommy Doyle,SIRP,COL,,26,25.4388888,,Rise,50 / 55,60 / 60,,40 / 45,45 / 50,2250.0,2550.0,"['92', '95']",97.0,40,21281,93.5,2400.0,10.9,94.1,2.77,—,2.671378992,"6' 4""",235,R
278,Braxton Garrett,SP,MIA,,28,24.1777777,6/20/2017,,40 / 40,45 / 45,55 / 55,50 / 50,50 / 55,2100.0,2350.0,"['91', '92']",96.0,40,21844,91.5,2225.0,10.08,106.2,3.39,—,3.54374989,"6' 2""",202,L
279,Tony Locey,SIRP,COL,,28,23.1944444,,,50 / 60,45 / 55,,30 / 40,30 / 50,,2300.0,"['92', '95']",97.0,40,sa3011123,93.5,,16.41,17.0,6.35,—,5.294117647,"6' 3""",240,R
280,Chris Mokma,SP,MIA,,29,20.6611111,,,45 / 50,40 / 50,,45 / 55,25 / 55,2250.0,2200.0,"['89', '93']",94.0,40,sa3011750,91.0,2225.0,8.93,12.1,2.98,—,2.18919517,"6' 4""",194,R
281,Josh Roberson,SIRP,MIA,,31,25.4083333,5/31/2017,,50 / 55,55 / 60,,40 / 45,40 / 45,2300.0,2500.0,"['90', '93']",95.0,40,sa3007721,91.5,2400.0,7.86,111.1,3.4,—,1.778443622,"6' 3""",175,R
282,Ashton Goudeau,SIRP,COL,,33,29.2111111,,Rise,50 / 50,50 / 50,55 / 55,40 / 45,55 / 55,2200.0,2400.0,"['91', '94']",96.0,35+,15139,92.5,2300.0,8.4,181.0,2.93,—,4.176797869,"6' 6""",210,R
283,Will Stewart,MIRP,MIA,,34,24.2361111,,Tail,40 / 40,45 / 50,45 / 50,45 / 50,50 / 55,2000.0,2650.0,"['87', '89']",91.0,35+,sa875247,88.0,2325.0,6.89,243.0,2.96,—,3.851851973,"6' 1""",180,L
284,Daiveyon Whittle,MIRP,TBR,,54,21.9111111,,Rise,40 / 45,45 / 50,,,40 / 50,2050.0,2350.0,"['89', '92']",94.0,35+,sa3007617,90.5,2200.0,8.15,54.1,2.83,—,1.822086956,"5' 11""",235,R
285,Riley Pint,SIRP,COL,,34,23.925,,None,70 / 70,70 / 70,,,20 / 30,2250.0,2750.0,"['97', '99']",102.0,35+,sa917922,98.0,2500.0,10.73,26.0,16.62,—,7.269222279,"6' 4""",210,R
286,Jayden Murray,MIRP,TBR,,55,24.4944444,,Rise,45 / 55,,50 / 60,,35 / 45,2600.0,2700.0,"['90', '94']",96.0,35+,sa1170405,92.0,2650.0,10.55,40.1,2.47,—,2.454547389,"6' 1""",190,R
287,Breiling Eusebio,SIRP,COL,,35,24.9666666,4/18/2018,Tail,45 / 50,,50 / 55,45 / 55,35 / 35,2200.0,2400.0,"['89', '94']",96.0,35+,sa828552,91.5,2300.0,7.25,47.2,4.58,—,5.66433982,"6' 1""",175,L
288,Aneudy Cortorreal,SIRP,TBR,,56,21.8222222,,Rise,65 / 70,40 / 50,40 / 45,40 / 45,30 / 40,2250.0,2100.0,"['93', '97']",99.0,35+,sa3009242,95.0,2175.0,13.04,35.2,6.65,—,2.271027835,"6' 3""",200,R
289,Angel Felipe,SIRP,TBR,,57,24.1083333,,Rise,55 / 60,45 / 50,,45 / 55,20 / 35,2400.0,2450.0,"['93', '96']",98.0,35+,sa881181,94.5,2425.0,10.49,53.2,7.78,—,5.198764292,"6' 5""",190,R
290,Yoan Aybar,SIRP,COL,,37,24.2666666,,,60 / 60,50 / 55,,,30 / 35,2150.0,2450.0,"['93', '96']",98.0,35+,sa829086,94.5,2300.0,10.27,85.0,6.46,—,4.447058923,"6' 2""",165,L
291,Jorge Guzman,SIRP,MIA,,42,25.6972222,,,55 / 55,55 / 55,,45 / 50,30 / 35,2250.0,1900.0,"['95', '97']",100.0,35+,17505,96.0,2075.0,8.76,234.2,5.61,—,3.720165052,"6' 2""",182,R
292,Breidy Encarnacion,SP,MIA,,44,20.9166666,,,40 / 45,,45 / 50,40 / 50,40 / 50,2400.0,2250.0,"['87', '91']",93.0,35+,sa3009205,89.0,2325.0,10.91,47.0,2.49,—,1.914893617,"6' 3""",185,R
293,Luis Palacios,SP,MIA,,45,21.2722222,,,30 / 40,45 / 50,,50 / 55,45 / 60,2150.0,2350.0,"['85', '87']",89.0,35+,sa3003021,86.0,2250.0,9.0,104.0,0.61,—,0.951923077,"6' 2""",160,L
294,Keider Montero,SIRP,DET,,29,21.2583333,,Rise,45 / 50,,50 / 60,40 / 50,35 / 45,2300.0,3000.0,"['93', '95']",96.0,35+,sa3002956,94.0,2650.0,8.52,94.0,3.64,—,2.106382936,"6' 1""",175,R
295,Franklin Perez,SP,DET,,30,23.8416666,,Rise,60 / 60,50 / 60,45 / 50,55 / 60,40 / 50,2050.0,2550.0,"['87', '90']",,35+,sa873722,88.5,2300.0,6.67,27.0,4.67,—,5.333339362,"6' 3""",197,R
296,Elvin Rodriguez,SP,DET,,31,23.525,,Rise/Tail,40 / 45,,50 / 50,50 / 55,40 / 50,2350.0,2400.0,"['89', '93']",94.0,35+,sa873437,91.0,2375.0,8.05,247.0,3.43,—,3.570850092,"6' 3""",170,R
297,Jorge Rodriguez,SP,BOS,,38,21.1222222,,Rise,40 / 50,,45 / 50,45 / 55,35 / 55,2300.0,2900.0,"['89', '91']",93.0,35+,sa3006074,90.0,2600.0,9.23,115.0,2.35,—,2.817392005,"5' 11""",170,L
298,Victor Santos,SP,BOS,,39,21.2416666,,Tail,35 / 35,45 / 50,,,35 / 60,2150.0,2350.0,"['87', '91']",92.0,35+,sa3003083,89.0,2250.0,8.44,164.2,1.75,—,3.661951436,"6' 1""",191,R
299,Nivaldo Rodriguez,SP,DET,,33,24.4805555,,Rise,45 / 45,50 / 50,55 / 55,45 / 50,50 / 50,2250.0,2850.0,"['89', '92']",94.0,35+,22449,90.5,2550.0,9.21,160.2,3.2,—,2.576762976,"6' 1""",170,R
300,Andrew Politi,SIRP,BOS,,42,25.3472222,,Rise,55 / 55,50 / 55,,45 / 50,30 / 40,2450.0,2500.0,"['92', '95']",96.0,35+,sa3007243,93.5,2475.0,11.67,107.2,4.28,—,3.761608663,"6' 0""",191,R
301,Angel De Jesus,SIRP,DET,,36,24.6555555,,Tail,65 / 65,45 / 45,,,30 / 35,2300.0,2400.0,"['91', '95']",96.0,35+,sa921876,93.0,2350.0,11.96,115.1,4.46,—,2.184971701,"6' 4""",200,R
302,Wladimir Pinto,SIRP,DET,,37,23.6583333,,Rise,60 / 60,45 / 50,,30 / 35,30 / 35,2450.0,2000.0,"['94', '97']",98.0,35+,sa871482,95.5,2225.0,13.27,111.2,6.47,—,3.304476615,"5' 11""",180,R
303,Braxton Ashcraft,SIRP,PIT,,50,22.0111111,,Tail,35 / 45,50 / 55,45 / 50,40 / 45,40 / 50,2250.0,2400.0,"['88', '93']",95.0,35+,sa3008470,90.5,2325.0,6.54,70.2,4.23,—,5.476412483,"6' 5""",195,R
304,Ryan Zeferjahn,SIRP,BOS,,44,23.6083333,,Rise,55 / 60,50 / 55,,40 / 45,30 / 45,2300.0,2250.0,"['94', '96']",98.0,35+,sa3011217,95.0,2275.0,12.68,22.0,6.14,—,4.5,"6' 4""",209,R
305,Carlos Guzman,SIRP,DET,,39,23.3972222,,None,50 / 55,,40 / 45,50 / 60,35 / 50,2300.0,2150.0,"['90', '94']",96.0,35+,sa871477,92.0,2225.0,8.57,85.1,3.6,—,3.375001257,"6' 0""",185,R
306,Alec Bettinger,SP,MIL,,30,26.2388888,,Rise,45 / 45,,50 / 55,,50 / 55,2400.0,,"['89', '92']",94.0,35+,20312,90.5,,8.99,263.2,2.74,—,4.23262139,"6' 2""",210,R
307,Bradley Blalock,SP,BOS,,46,20.7888888,,Rise,40 / 55,40 / 50,30 / 45,30 / 40,30 / 45,,,"['91', '93']",95.0,35+,sa3011809,92.0,,5.81,6.2,5.81,—,6.749996781,"6' 2""",190,R
308,Yerry De Los Santos,SIRP,PIT,,53,23.825,,Tail,55 / 60,50 / 55,,,35 / 40,2250.0,2400.0,"['93', '96']",98.0,35+,sa873562,94.5,2325.0,12.82,68.1,3.3,—,1.712195202,"6' 0""",160,R
309,Luis De La Rosa,SP,BOS,,48,19.2583333,,Rise,35 / 50,45 / 50,45 / 50,45 / 55,25 / 55,,,"['88', '90']",92.0,35+,sa3009778,89.0,,12.25,38.2,1.65,—,2.327584293,"6' 1""",170,R
310,Chris Murphy,MIRP,BOS,,49,23.3444444,,Rise,50 / 55,40 / 40,45 / 50,50 / 55,35 / 40,2350.0,2200.0,"['89', '93']",95.0,35+,sa3011431,91.0,2275.0,9.24,33.1,2.72,—,1.08000103,"6' 1""",188,L
311,Angel Perdomo,SIRP,MIL,,34,27.4222222,,Sink,60 / 60,50 / 50,,,30 / 30,2500.0,2650.0,"['93', '96']",97.0,35+,17759,94.5,2575.0,12.57,148.2,5.89,—,3.934979413,"6' 6""",225,L
312,Alexis Ramirez,SIRP,MIL,,36,22.2194444,,Rise,50 / 60,45 / 55,,,30 / 40,2150.0,,"['91', '95']",96.0,35+,sa3006545,93.0,,9.27,99.0,4.82,—,4.909090909,"6' 2""",160,R
313,Wilkin Ramos,SP,PIT,,58,20.9416666,,Cut,45 / 60,,40 / 45,45 / 55,35 / 45,2150.0,2200.0,"['89', '93']",95.0,35+,sa3006487,91.0,2175.0,7.93,52.2,5.52,—,3.930377232,"6' 5""",165,R
314,Braden Webb,SIRP,MIL,,37,26.4555555,4/10/2014,Rise,60 / 60,,60 / 60,50 / 55,40 / 45,2250.0,2300.0,"['89', '93']",95.0,35+,sa876362,91.0,2275.0,9.19,185.0,5.98,—,4.135126907,"6' 1""",195,R
315,Andy Maldonado,SP,PIT,,59,19.2166666,,Tail,40 / 50,40 / 45,,45 / 55,35 / 50,2300.0,2000.0,"['89', '93']",95.0,35+,sa3009607,91.0,2150.0,5.21,31.1,12.44,—,8.617030544,"6' 4""",195,R
316,Josh Gessner,SIRP,TEX,,47,21.2888888,,Sink/Tail,45 / 50,50 / 55,,,30 / 50,,,"['92', '94']",96.0,35+,sa3011658,93.0,,12.54,12.2,6.64,—,2.842097702,"6' 1""",205,R
317,Cam Robinson,SIRP,MIL,,39,22.0916666,,Rise,50 / 50,,50 / 50,,30 / 40,2300.0,,"['88', '93']",94.0,35+,sa3005216,90.5,,9.83,75.1,6.83,—,7.287613879,"5' 11""",187,R
318,Daniel Robert,SIRP,TEX,,49,27.1083333,1/1/2017,,50 / 50,70 / 70,,,45 / 45,,,"['94', '95']",96.0,35+,sa3009856,94.5,,12.47,36.1,2.49,—,0.990824682,"6' 4""",210,R
319,Nick Bennett,MIRP,MIL,,41,24.1055555,,Rise,45 / 45,50 / 55,55 / 55,45 / 45,35 / 40,2300.0,,"['90', '92']",93.0,35+,sa3011410,91.0,,11.73,33.0,2.73,—,1.909090909,"6' 4""",210,L
320,Jake Latz,SP,TEX,,51,25.5027777,,,45 / 45,,55 / 55,40 / 45,45 / 50,,,"['89', '93']",94.0,35+,21306,91.0,,9.61,132.0,3.68,—,2.863636364,"6' 2""",185,L
321,Fernery Ozuna,SIRP,TEX,,52,25.9166666,8/1/2018,,55 / 60,45 / 50,,45 / 50,40 / 40,,,"['94', '97']",100.0,35+,sa739259,95.5,,7.5,12.0,1.5,—,2.25,"5' 8""",170,R
322,Clayton Andrews,SIRP,MIL,,43,24.7638888,,Tail,30 / 30,45 / 45,,55 / 60,40 / 50,1950.0,2500.0,"['85', '91']",93.0,35+,sa3007226,88.0,2225.0,12.8,92.1,3.81,—,2.826715833,"5' 6""",160,L
323,Patrick Weigel,SIRP,MIL,,44,27.2527777,6/27/2017,Tail,55 / 55,60 / 60,55 / 55,45 / 50,35 / 40,2350.0,3000.0,"['91', '95']",98.0,35+,17792,93.0,2675.0,8.35,83.0,5.53,—,2.602409579,"6' 6""",230,R
324,Scott Engler,SIRP,TEX,,60,24.825,9/7/2016,,45 / 45,,,,40 / 40,,,"['93', '94']",95.0,35+,sa918353,93.5,,10.85,126.1,4.21,—,3.775726601,"6' 4""",220,R
325,Jose Alberto Rivera,SIRP,HOU,,22,24.6527777,,,70 / 70,,55 / 55,,30 / 35,2350.0,2300.0,"['93', '97']",99.0,35+,sa3003090,95.0,2325.0,10.72,124.2,4.13,—,3.68181713,"6' 3""",170,R
326,Hever Bueno,SIRP,TEX,,62,26.8777777,6/10/2016,,60 / 60,50 / 55,,,30 / 35,2300.0,2600.0,"['92', '97']",99.0,35+,sa738180,94.5,2450.0,11.57,42.0,5.14,—,2.142857143,"6' 2""",180,R
327,Jairo Lopez,SP,HOU,,23,20.8833333,,,50 / 50,55 / 55,50 / 50,40 / 45,35 / 50,2200.0,2850.0,"['91', '94']",95.0,35+,sa3005824,92.5,2525.0,9.76,94.1,4.3,—,2.289753422,"5' 11""",220,R
328,Kelvin Gonzalez,SIRP,TEX,,63,23.7916666,,,60 / 60,,55 / 55,50 / 50,40 / 40,2450.0,,"['94', '96']",98.0,35+,sa920544,95.0,,10.58,67.2,4.42,—,2.926111206,"6' 0""",170,R
329,Manny Ramirez,SIRP,HOU,,26,21.8833333,,,55 / 60,,50 / 60,40 / 50,20 / 30,2450.0,2700.0,"['92', '95']",97.0,35+,sa3004833,93.5,2575.0,12.61,77.1,8.17,—,4.53879329,"5' 11""",215,R
330,Brett Conine,SIRP,HOU,,27,24.9805555,,Rise,45 / 45,45 / 45,,55 / 60,45 / 50,2550.0,2300.0,"['90', '93']",96.0,35+,sa3008024,91.5,2425.0,10.54,146.0,3.21,—,2.157534218,"6' 3""",218,R
331,Misael Tamarez,SP,HOU,,29,21.7305555,,Cut/Rise,45 / 55,,,50 / 55,35 / 50,,,"['92', '94']",94.0,35+,sa3009632,93.0,,10.37,38.2,6.83,—,2.56034929,"6' 1""",206,R
332,Juan Pablo Lopez,SP,HOU,,30,22.6444444,,,40 / 40,,45 / 50,45 / 55,35 / 50,2300.0,2150.0,"['90', '93']",94.0,35+,sa3004647,91.5,2225.0,8.17,99.2,3.45,—,3.612042438,"6' 4""",216,L
333,Julio Robaina,SP,HOU,,31,20.5444444,,Cut/Rise,40 / 45,,50 / 55,45 / 50,35 / 55,2200.0,2800.0,"['89', '92']",94.0,35+,sa3006817,90.5,2500.0,11.42,66.2,6.39,—,4.1849998,"5' 11""",170,L
334,Diosmerky Taveras,SIRP,HOU,,32,22.0444444,,,60 / 65,45 / 50,,40 / 50,20 / 35,2150.0,2450.0,"['94', '97']",98.0,35+,sa3004872,95.5,2300.0,9.26,61.2,9.71,—,4.670267718,"6' 3""",248,R
335,Evan Miller,SIRP,SDP,,32,26.3694444,,,55 / 55,60 / 60,,,40 / 45,2250.0,2750.0,"['92', '95']",97.0,35+,sa915725,93.5,2500.0,9.29,126.0,3.0,—,2.999999319,"6' 2""",200,R
336,Pedro Avila,SP,SDP,,33,24.7361111,,,50 / 50,,55 / 55,55 / 60,45 / 50,2200.0,2750.0,"['91', '95']",96.0,35+,18864,93.0,2475.0,10.1,154.2,4.09,—,4.422404049,"5' 11""",190,R
337,Mason Fox,SIRP,SDP,,38,24.7555555,,,55 / 60,,55 / 55,,40 / 40,2450.0,2550.0,"['90', '94']",95.0,35+,sa3007460,92.0,2500.0,14.0,54.0,4.67,—,1.833334369,"6' 2""",170,R
338,Luis Rijo,SP,MIN,,34,23.0916666,,None,40 / 40,,55 / 55,45 / 50,50 / 60,2050.0,2650.0,"['90', '94']",96.0,35+,sa916950,92.0,2350.0,7.97,167.1,1.99,—,2.635458698,"6' 1""",200,R
339,Yennier Cano,SIRP,MIN,,37,27.5833333,,Sink,50 / 50,50 / 55,,,45 / 45,2150.0,2500.0,"['92', '95']",97.0,35+,sa3011688,93.5,2325.0,9.0,15.0,8.4,—,4.2,"6' 0""",200,R
340,Kirby Snead,SIRP,TOR,,26,27.0055555,,Sink/Tail,45 / 45,55 / 55,,45 / 50,45 / 45,2550.0,2750.0,"['92', '94']",95.0,35+,19179,93.0,2650.0,9.46,113.2,5.25,—,3.642226743,"6' 0""",200,L
341,Dany Jimenez,SIRP,TOR,,27,25.7944444,,Rise,60 / 60,60 / 60,,,30 / 30,2450.0,2400.0,"['93', '96']",97.0,35+,21170,94.5,2425.0,12.75,122.1,3.76,—,3.237058112,"6' 3""",190,R
342,Michael Rucker,MIRP,CHC,,45,27.45,,Tail,55 / 55,55 / 55,50 / 50,45 / 50,45 / 50,2250.0,2600.0,"['94', '97']",99.0,35+,19454,95.5,2425.0,8.95,212.1,3.39,—,3.89952213,"6' 1""",195,R
343,Jeremiah Estrada,SIRP,CHC,,47,22.9388888,8/25/2019,Tail,50 / 55,,45 / 45,60 / 60,30 / 40,2350.0,2400.0,"['92', '95']",96.0,35+,sa3005339,93.5,2375.0,13.24,10.2,5.29,—,5.906231342,"6' 1""",185,R
344,Hobie Harris,SIRP,TOR,,30,28.2944444,,,70 / 70,,45 / 45,,30 / 35,,,"['96', '98']",101.0,35+,sa876068,97.0,,10.69,96.0,4.78,—,3.656247457,"6' 3""",200,R
345,Ethan Roberts,SIRP,CHC,,48,24.2638888,,Cut,45 / 45,,70 / 70,,35 / 40,,,"['90', '94']",95.0,35+,sa3008132,92.0,,8.15,74.0,2.55,—,3.162162162,"5' 10""",180,R
346,Curtis Taylor,MIRP,TOR,,31,26.2055555,,Rise,45 / 55,55 / 55,,45 / 50,40 / 45,2350.0,2300.0,"['93', '97']",98.0,35+,sa917970,95.0,2325.0,10.68,95.2,3.88,—,2.634145466,"6' 6""",215,R
347,Eury Ramos,SIRP,CHC,,49,23.9972222,,Rise/Cut,65 / 65,45 / 50,,,40 / 45,,,"['95', '99']",100.0,35+,sa873729,97.0,,8.4,76.1,4.85,—,6.720526816,"6' 3""",190,R
348,Roither Hernandez,SIRP,TOR,,33,23.5944444,,Rise,60 / 65,40 / 55,,30 / 40,30 / 35,2350.0,2450.0,"['95', '98']",99.0,35+,sa3004333,96.5,2400.0,9.36,47.1,5.73,—,5.894361813,"6' 4""",185,R
349,Naswell Paulino,SIRP,TOR,,34,21.4777777,,Rise,40 / 55,,45 / 55,,30 / 40,2450.0,2550.0,"['90', '92']",93.0,35+,sa3002998,91.0,2500.0,7.9,41.0,4.39,—,3.951219512,"5' 11""",160,L
350,Tyler Schlaffer,SP,CHC,,52,20.375,,Rise,45 / 50,,45 / 50,45 / 55,20 / 45,2150.0,2250.0,"['91', '93']",95.0,35+,sa3011815,92.0,2200.0,8.82,5.1,1.76,—,3.375002012,"6' 1""",170,R
351,Richard Gallardo,SP,CHC,,55,20.0916666,,Sink,45 / 45,,45 / 45,50 / 55,35 / 55,1950.0,2250.0,"['89', '93']",94.0,35+,sa3009990,91.0,2100.0,6.6,34.1,3.7,—,3.932042694,"6' 1""",187,R
352,Dakota Mekkes,SIRP,CHC,,57,26.925,,,55 / 55,55 / 55,,55 / 55,35 / 35,2300.0,2400.0,"['91', '93']",96.0,35+,sa915807,92.0,2350.0,11.53,103.0,6.73,—,3.145634097,"6' 7""",250,R
353,Collin Snider,SIRP,KCR,,37,25.9972222,,Tail,55 / 55,50 / 55,,,50 / 60,,,"['93', '95']",96.0,35+,sa3004093,94.0,,5.72,132.1,2.45,—,4.148614709,"6' 4""",202,R
354,Carlos Sanabria,SIRP,KCR,,38,24.7083333,,,60 / 60,40 / 40,45 / 45,50 / 50,35 / 40,2400.0,2350.0,"['93', '97']",99.0,35+,16634,95.0,2375.0,11.73,122.0,5.16,—,3.39344257,"6' 3""",200,R
355,Kasey Kalich,SIRP,KCR,,39,23.4555555,,Tail,55 / 55,,50 / 55,,30 / 40,,,"['91', '95']",97.0,35+,sa1169633,93.0,,10.19,21.2,4.67,—,1.246151908,"6' 3""",220,R
356,Yefri Del Rosario,SIRP,KCR,,40,22.0444444,,,50 / 50,,50 / 55,40 / 45,35 / 45,2200.0,2400.0,"['91', '94']",96.0,35+,sa3002971,92.5,2300.0,8.2,79.0,3.53,—,3.189873418,"6' 2""",180,R
357,Devin Sweet,MIRP,SEA,,25,25.0916666,,,45 / 45,,45 / 45,55 / 60,45 / 55,2250.0,2350.0,"['90', '93']",95.0,35+,sa3008340,91.5,2300.0,10.83,146.2,2.4,—,3.006810726,"5' 11""",185,R
358,Samuel Valerio,SIRP,KCR,,43,20.0027777,,Tail,60 / 70,,40 / 45,45 / 50,30 / 45,2400.0,2250.0,"['94', '97']",99.0,35+,sa3009220,95.5,2325.0,11.12,25.1,6.81,—,4.618427196,"6' 4""",220,R
359,Elvis Alvarado,SIRP,SEA,,26,22.6277777,,,60 / 70,40 / 50,,,35 / 40,2550.0,2250.0,"['92', '95']",98.0,35+,sa919291,93.5,2400.0,10.05,42.1,8.55,—,5.102357746,"6' 3""",183,R
360,Anderson Paulino,MIRP,KCR,,44,23.075,,Sink/Tail,60 / 60,45 / 55,,,40 / 45,,,"['95', '97']",98.0,35+,sa3007991,96.0,,6.5,76.1,4.14,—,5.423576133,"6' 2""",200,R
361,Anthony Veneziano,SIRP,KCR,,45,24.1055555,,Tail,50 / 55,,,50 / 55,30 / 40,,,"['94', '96']",97.0,35+,sa1115745,95.0,,8.57,46.2,3.12,—,5.592853333,"6' 5""",205,L
362,Marcel Renteria,SIRP,NYM,,23,27.0333333,,Tail,50 / 55,,70 / 70,,30 / 35,,,"['93', '95']",96.0,35+,sa3005016,94.0,,8.81,140.0,4.18,—,4.371428452,"5' 11""",185,R
363,Zach Haake,SIRP,KCR,,46,25.0027777,,,60 / 60,55 / 60,,40 / 45,30 / 35,2400.0,2500.0,"['92', '95']",97.0,35+,sa3008523,93.5,2450.0,10.22,95.1,4.45,—,2.548950012,"6' 4""",186,R
364,Joander Suarez,SP,NYM,,24,21.6166666,,Rise,45 / 50,50 / 55,,40 / 50,40 / 50,2350.0,,"['91', '94']",95.0,35+,sa3008263,92.5,,9.74,61.0,3.69,—,2.655737622,"6' 3""",180,R
365,Eduardo Herrera,SIRP,KCR,,48,21.7611111,,Rise,60 / 70,,45 / 50,,30 / 40,2400.0,2250.0,"['94', '96']",97.0,35+,sa3002702,95.0,2325.0,14.29,25.2,8.57,—,4.558440952,"5' 9""",165,R
366,Roel Ramirez,SIRP,NYM,,26,26.3694444,,Cut,45 / 45,45 / 45,,,40 / 40,2350.0,2700.0,"['92', '96']",97.0,35+,16470,94.0,2525.0,10.03,139.1,4.14,—,3.94018959,"6' 1""",210,R
367,Drew Parrish,SP,KCR,,49,23.8361111,,,35 / 40,,45 / 45,50 / 55,35 / 50,2250.0,2700.0,"['87', '90']",92.0,35+,sa3011395,88.5,2475.0,14.04,25.0,1.44,—,2.52,"5' 11""",200,L
368,Noah Murdock,SP,KCR,,50,23.1361111,,Sink,55 / 55,,55 / 55,45 / 50,40 / 50,2150.0,2800.0,"['90', '95']",97.0,35+,sa919012,92.5,2475.0,10.43,37.1,3.64,—,2.169644705,"6' 8""",192,R
369,Michel Otanez,SIRP,NYM,,28,24.2666666,10/1/2016,Sink/Tail,55 / 60,45 / 50,,,30 / 40,2200.0,,"['90', '97']",99.0,35+,sa932611,93.5,,9.45,98.1,5.69,—,4.759323665,"6' 3""",215,R
370,Mason Denaburg,SP,WSN,,24,22.1694444,,,55 / 60,,60 / 60,50 / 55,30 / 50,2300.0,2400.0,"['92', '95']",98.0,35+,sa3010648,93.5,2350.0,8.51,20.1,8.96,—,7.524602634,"6' 3""",190,R
371,Woo-Young Jin,SP,KCR,,53,20.6222222,,,30 / 40,,40 / 45,,35 / 50,2050.0,,"['85', '88']",91.0,35+,sa3010132,86.5,,10.57,46.0,2.93,—,2.347826087,"6' 2""",210,R
372,Daniel Tillo,SIRP,KCR,,55,25.3222222,7/29/2020,,60 / 60,50 / 50,,40 / 45,35 / 40,2250.0,2200.0,"['92', '95']",97.0,35+,sa876284,93.5,2225.0,6.28,265.0,4.72,—,4.245289405,"6' 5""",215,L
373,Hunter Schryver,SIRP,CHW,,21,26.5166666,2/20/2020,Rise,60 / 60,50 / 50,,,45 / 55,2400.0,1050.0,"['90', '93']",94.0,35+,sa873263,91.5,1725.0,10.14,126.0,3.86,—,3.071428571,"6' 1""",205,L
374,Caleb Freeman,SIRP,CHW,,22,23.6277777,,Rise,55 / 60,,55 / 60,,30 / 35,2400.0,3050.0,"['92', '95']",97.0,35+,sa3011339,93.5,2725.0,14.13,24.2,4.46,—,2.189186199,"6' 1""",190,R
375,Patrick Murphy,SIRP,WSN,,30,26.3305555,,Sink,60 / 60,,50 / 50,,45 / 45,2100.0,2300.0,"['93', '97']",99.0,35+,19712,95.0,2200.0,8.65,236.2,3.39,—,3.384502169,"6' 4""",220,R
376,Jimmy Lambert,SIRP,CHW,,25,26.8916666,6/21/2019,Tail,45 / 50,50 / 55,50 / 55,50 / 55,45 / 50,2200.0,2750.0,"['91', '94']",95.0,35+,19541,92.5,2475.0,10.45,155.0,3.31,—,4.006451514,"6' 2""",170,R
377,Reid Schaller,SIRP,WSN,,33,24.5194444,1/1/2016,,45 / 55,50 / 55,,40 / 45,45 / 50,2450.0,2400.0,"['91', '94']",96.0,35+,sa3008023,92.5,2425.0,7.71,92.2,3.9,—,3.884890674,"6' 3""",210,R
378,Todd Peterson,SP,WSN,,34,23.7138888,,,55 / 60,50 / 55,,,35 / 45,,,"['93', '95']",96.0,35+,sa3011334,94.0,,6.13,38.2,2.83,—,3.49137644,"6' 5""",230,R
379,Jose Marte,SIRP,LAA,,25,25.3194444,,Tail,70 / 70,55 / 60,,,30 / 30,,,"['97', '100']",101.0,35+,21761,98.5,,8.99,192.2,4.59,—,5.044973975,"6' 3""",180,R
